month,workspace_id,service,cost_usd
2026-05,ws-0042,compute,155.61
2025-11,ws-0102,egress,123.86
2024-10,ws-0062,ai_tokens,14.66
2026-03,ws-0029,storage,7.62
2025-05,ws-0122,compute,1094.44
2025-05,ws-0102,storage,240.07
2026-05,ws-0067,storage,24.22
2026-01,ws-0064,egress,118.72
2024-05,ws-0124,egress,260.17
2025-11,ws-0087,egress,107.10
2025-11,ws-0111,storage,108.09
2024-09,ws-0125,storage,130.81
2025-08,ws-0034,storage,191.34
2024-03,ws-0068,compute,38.91
2024-11,ws-0096,egress,32.96
2026-04,ws-0016,compute,24.81
2026-02,ws-0032,ai_tokens,4.08
2024-11,ws-0090,ai_tokens,8.73
2025-06,ws-0030,egress,8.58
2025-02,ws-0068,egress,12.24
2025-09,ws-0130,egress,71.26
2026-06,ws-0054,storage,4.57
2024-06,ws-0062,ai_tokens,11.48
2024-10,ws-0005,storage,3.64
2024-02,ws-0028,compute,108.22
2024-12,ws-0070,compute,76.67
2025-06,ws-0005,ai_tokens,1.02
2026-04,ws-0086,compute,37.53
2025-05,ws-0132,storage,127.78
2026-02,ws-0007,ai_tokens,407.26
2025-11,ws-0049,compute,12.68
2026-02,ws-0085,storage,19.99
2024-11,ws-0120,egress,31.75
2024-04,ws-0090,storage,56.47
2026-04,ws-0082,egress,2.18
2025-05,ws-0101,compute,108.53
2026-04,ws-0110,ai_tokens,14.32
2025-07,ws-0124,egress,227.46
2025-07,ws-0066,egress,12.50
2026-06,ws-0104,egress,59.67
2026-05,ws-0004,ai_tokens,26.06
2025-12,ws-0098,egress,7.33
2024-12,ws-0090,egress,35.85
2025-11,ws-0086,compute,34.00
2025-10,ws-0041,egress,26.68
2026-02,ws-0074,ai_tokens,43.09
2024-02,ws-0047,storage,3.43
2025-03,ws-0040,egress,4.80
2025-07,ws-0135,compute,528.18
2026-05,ws-0133,storage,442.99
2026-02,ws-0112,storage,343.42
2024-07,ws-0122,storage,401.18
2024-07,ws-0026,ai_tokens,0.62
2025-07,ws-0041,storage,39.50
2025-03,ws-0035,egress,9.33
2026-03,ws-0003,egress,36.97
2026-01,ws-0073,ai_tokens,11.35
2025-04,ws-0057,storage,26.59
2026-06,ws-0019,storage,108.91
2026-04,ws-0088,egress,90.22
2024-09,ws-0058,ai_tokens,6.02
2024-03,ws-0120,compute,98.13
2024-02,ws-0041,egress,21.05
2024-10,ws-0001,ai_tokens,73.29
2024-07,ws-0008,storage,10.54
2025-08,ws-0074,storage,37.00
2026-06,ws-0057,storage,35.51
2025-02,ws-0044,egress,70.39
2024-10,ws-0073,ai_tokens,2.31
2025-03,ws-0061,ai_tokens,13.20
2026-02,ws-0134,compute,292.80
2024-07,ws-0102,storage,224.00
2026-03,ws-0005,ai_tokens,2.06
2025-11,ws-0094,egress,4.64
2025-02,ws-0045,egress,31.52
2025-03,ws-0035,ai_tokens,7.30
2025-09,ws-0063,egress,3.20
2026-06,ws-0009,storage,6.18
2025-08,ws-0079,compute,32.84
2025-01,ws-0079,ai_tokens,3.39
2024-11,ws-0118,ai_tokens,21.07
2025-10,ws-0084,egress,9.71
2026-06,ws-0131,ai_tokens,483.60
2026-05,ws-0104,storage,85.94
2025-12,ws-0090,ai_tokens,26.89
2025-02,ws-0012,ai_tokens,19.87
2025-11,ws-0059,compute,122.45
2025-05,ws-0084,egress,7.13
2026-05,ws-0117,ai_tokens,64.63
2026-05,ws-0121,egress,354.97
2025-02,ws-0007,ai_tokens,130.79
2025-10,ws-0040,ai_tokens,6.15
2025-06,ws-0073,ai_tokens,5.82
2025-01,ws-0112,compute,664.62
2025-10,ws-0076,ai_tokens,20.25
2025-04,ws-0086,egress,9.03
2024-09,ws-0017,ai_tokens,44.85
2025-10,ws-0063,ai_tokens,2.81
2024-03,ws-0075,egress,9.66
2026-06,ws-0098,storage,15.96
2026-02,ws-0055,egress,28.03
2026-02,ws-0047,ai_tokens,4.31
2025-08,ws-0108,compute,152.18
2026-02,ws-0134,storage,160.59
2025-09,ws-0058,ai_tokens,12.01
2026-01,ws-0034,ai_tokens,168.08
2025-05,ws-0028,egress,21.55
2025-10,ws-0017,ai_tokens,111.17
2024-12,ws-0082,ai_tokens,1.05
2026-06,ws-0004,egress,14.10
2025-08,ws-0130,ai_tokens,80.03
2025-01,ws-0124,compute,1196.11
2025-05,ws-0045,compute,141.20
2025-05,ws-0107,storage,16.10
2024-07,ws-0127,compute,631.58
2025-12,ws-0110,egress,6.97
2026-04,ws-0080,compute,10.37
2025-11,ws-0098,storage,12.54
2025-10,ws-0099,egress,153.02
2025-03,ws-0015,compute,189.02
2024-12,ws-0040,storage,9.89
2026-04,ws-0085,storage,15.51
2026-01,ws-0099,egress,184.21
2026-05,ws-0004,compute,49.96
2025-10,ws-0118,egress,94.57
2026-06,ws-0021,ai_tokens,8.55
2024-06,ws-0082,storage,3.59
2025-11,ws-0059,ai_tokens,34.79
2024-07,ws-0079,ai_tokens,1.17
2025-08,ws-0121,compute,967.81
2024-04,ws-0055,egress,23.63
2024-06,ws-0127,storage,205.00
2025-01,ws-0104,compute,170.67
2024-05,ws-0086,storage,12.26
2025-04,ws-0001,ai_tokens,88.68
2026-02,ws-0130,compute,366.16
2025-01,ws-0054,storage,3.79
2026-03,ws-0064,egress,130.68
2024-03,ws-0033,egress,54.67
2026-01,ws-0071,storage,48.11
2026-03,ws-0110,storage,15.42
2024-05,ws-0067,compute,53.02
2025-07,ws-0012,ai_tokens,15.95
2024-06,ws-0047,compute,14.04
2026-01,ws-0013,storage,11.24
2025-03,ws-0034,ai_tokens,59.30
2025-07,ws-0132,compute,318.17
2025-06,ws-0058,ai_tokens,14.52
2024-05,ws-0129,egress,43.07
2025-11,ws-0118,compute,396.31
2026-06,ws-0088,compute,545.17
2025-06,ws-0034,storage,146.86
2025-09,ws-0044,egress,66.63
2026-03,ws-0121,compute,1091.77
2025-02,ws-0094,ai_tokens,3.31
2026-04,ws-0130,egress,87.17
2024-10,ws-0101,storage,31.70
2024-06,ws-0067,storage,16.00
2024-03,ws-0079,storage,10.90
2026-04,ws-0001,compute,666.81
2026-02,ws-0048,egress,2.55
2024-11,ws-0034,compute,499.15
2024-11,ws-0074,compute,126.40
2025-11,ws-0048,egress,3.30
2024-09,ws-0085,compute,39.64
2025-01,ws-0130,storage,-25.83
2025-07,ws-0006,compute,170.22
2026-05,ws-0014,compute,278.55
2025-05,ws-0086,egress,7.41
2026-02,ws-0101,compute,116.91
2024-07,ws-0001,storage,269.60
2025-08,ws-0038,ai_tokens,30.21
2026-02,ws-0077,ai_tokens,223.25
2026-06,ws-0072,compute,225.32
2024-12,ws-0112,compute,736.67
2026-06,ws-0050,storage,20.69
2026-05,ws-0089,compute,15.25
2025-03,ws-0135,compute,548.40
2025-11,ws-0047,egress,3.30
2025-09,ws-0125,compute,326.79
2025-11,ws-0013,egress,5.81
2025-06,ws-0126,compute,935.69
2026-02,ws-0051,compute,229.78
2025-10,ws-0002,ai_tokens,272.73
2024-12,ws-0016,egress,5.54
2024-12,ws-0099,compute,910.16
2025-11,ws-0061,egress,19.54
2024-12,ws-0062,storage,64.91
2024-10,ws-0134,ai_tokens,36.97
2025-02,ws-0026,compute,14.54
2026-04,ws-0096,storage,51.44
2025-04,ws-0002,egress,244.32
2024-11,ws-0124,compute,1179.11
2024-10,ws-0043,compute,415.60
2026-06,ws-0020,egress,52.99
2025-09,ws-0044,ai_tokens,32.50
2026-04,ws-0007,egress,253.95
2024-12,ws-0120,compute,110.47
2024-04,ws-0017,compute,701.72
2025-02,ws-0040,egress,4.42
2024-01,ws-0126,egress,211.39
2024-12,ws-0047,egress,2.88
2025-07,ws-0133,ai_tokens,104.48
2024-02,ws-0101,egress,18.85
2026-06,ws-0006,storage,86.16
2026-06,ws-0122,ai_tokens,690.71
2025-09,ws-0094,compute,31.09
2025-06,ws-0096,compute,131.38
2024-12,ws-0072,compute,148.91
2026-03,ws-0002,ai_tokens,437.90
2025-11,ws-0122,storage,562.20
2026-03,ws-0026,compute,19.31
2024-08,ws-0032,ai_tokens,1.10
2024-07,ws-0086,compute,38.86
2025-01,ws-0079,egress,8.05
2026-02,ws-0111,egress,74.42
2025-07,ws-0048,egress,2.33
2024-12,ws-0055,compute,155.76
2026-03,ws-0022,storage,10.69
2025-01,ws-0124,egress,199.20
2024-08,ws-0128,ai_tokens,49.86
2024-09,ws-0102,compute,556.11
2025-05,ws-0084,storage,14.08
2024-05,ws-0032,compute,16.82
2026-01,ws-0013,ai_tokens,7.05
2025-01,ws-0074,egress,20.55
2026-05,ws-0045,storage,60.84
2025-01,ws-0034,egress,87.84
2025-06,ws-0130,ai_tokens,63.23
2025-02,ws-0062,egress,35.85
2025-07,ws-0026,storage,5.80
2026-06,ws-0069,compute,192.13
2025-04,ws-0085,compute,42.69
2026-05,ws-0122,ai_tokens,745.16
2024-06,ws-0133,storage,253.27
2024-05,ws-0058,storage,24.78
2026-05,ws-0022,compute,21.54
2024-05,ws-0099,storage,299.29
2025-01,ws-0070,storage,37.50
2026-02,ws-0001,egress,156.79
2025-10,ws-0084,ai_tokens,7.54
2024-05,ws-0127,egress,128.55
2025-06,ws-0122,compute,1479.54
2026-01,ws-0055,egress,38.14
2026-02,ws-0102,compute,626.49
2025-06,ws-0079,ai_tokens,5.31
2026-02,ws-0123,storage,160.25
2024-12,ws-0131,ai_tokens,59.69
2025-02,ws-0032,egress,2.82
2026-01,ws-0060,ai_tokens,7.60
2025-12,ws-0030,compute,40.42
2025-01,ws-0079,storage,12.88
2025-03,ws-0131,storage,377.66
2024-07,ws-0126,storage,318.94
2025-07,ws-0103,compute,24.56
2024-03,ws-0067,storage,16.75
2025-08,ws-0099,egress,152.24
2024-04,ws-0035,storage,13.81
2025-08,ws-0030,storage,21.81
2025-10,ws-0130,storage,168.14
2025-09,ws-0043,storage,244.36
2025-12,ws-0027,ai_tokens,4.37
2025-06,ws-0008,ai_tokens,8.54
2026-04,ws-0068,compute,44.87
2026-06,ws-0130,storage,140.67
2025-09,ws-0077,ai_tokens,159.75
2025-11,ws-0034,ai_tokens,127.53
2025-08,ws-0067,storage,16.75
2024-07,ws-0035,egress,11.00
2025-02,ws-0130,egress,95.71
2026-03,ws-0042,storage,97.94
2025-12,ws-0001,compute,686.78
2024-06,ws-0118,egress,90.03
2024-02,ws-0047,compute,13.82
2024-03,ws-0055,storage,36.01
2025-07,ws-0049,storage,4.29
2026-02,ws-0118,storage,142.53
2026-05,ws-0081,compute,8.95
2025-05,ws-0030,compute,35.06
2024-12,ws-0085,storage,11.76
2025-05,ws-0121,storage,401.21
2025-05,ws-0008,storage,18.31
2025-10,ws-0128,ai_tokens,320.45
2026-03,ws-0088,storage,167.08
2025-10,ws-0041,storage,46.37
2025-04,ws-0107,ai_tokens,4.42
2025-12,ws-0118,compute,438.57
2026-01,ws-0087,egress,109.84
2024-07,ws-0061,egress,20.11
2024-01,ws-0061,compute,93.14
2026-01,ws-0070,storage,42.97
2024-06,ws-0074,compute,85.59
2026-01,ws-0069,compute,181.47
2024-12,ws-0068,storage,17.70
2025-03,ws-0017,ai_tokens,55.95
2024-12,ws-0103,storage,8.52
2026-02,ws-0082,ai_tokens,4.37
2025-03,ws-0103,storage,10.39
2024-01,ws-0054,egress,2.58
2026-06,ws-0021,egress,5.28
2025-08,ws-0039,compute,68.58
2024-12,ws-0045,compute,116.85
2025-09,ws-0044,compute,276.81
2025-05,ws-0054,storage,4.62
2025-04,ws-0117,ai_tokens,12.44
2024-12,ws-0122,ai_tokens,127.33
2026-01,ws-0088,compute,533.60
2025-04,ws-0016,egress,6.25
2026-02,ws-0083,ai_tokens,4.49
2024-11,ws-0043,storage,212.28
2024-02,ws-0133,compute,1113.72
2024-05,ws-0073,compute,25.78
2024-07,ws-0053,storage,3.90
2025-08,ws-0027,compute,21.38
2025-07,ws-0090,storage,57.81
2026-02,ws-0056,storage,6.15
2024-12,ws-0126,storage,353.61
2024-01,ws-0028,egress,26.10
2025-03,ws-0070,egress,15.45
2025-12,ws-0028,egress,27.44
2026-03,ws-0104,compute,242.33
2024-11,ws-0133,storage,286.91
2024-10,ws-0045,egress,30.73
2024-12,ws-0084,storage,16.23
2026-04,ws-0094,egress,5.86
2024-11,ws-0016,ai_tokens,1.77
2024-09,ws-0121,storage,394.25
2026-05,ws-0039,egress,20.43
2026-03,ws-0055,ai_tokens,60.58
2024-12,ws-0128,egress,269.04
2024-01,ws-0131,compute,660.88
2026-04,ws-0054,compute,10.15
2024-07,ws-0048,ai_tokens,0.95
2025-09,ws-0073,compute,30.29
2025-08,ws-0048,compute,14.19
2025-10,ws-0005,egress,2.26
2026-02,ws-0041,storage,63.63
2024-02,ws-0031,storage,59.19
2025-03,ws-0094,ai_tokens,4.23
2026-01,ws-0020,compute,276.75
2025-07,ws-0096,egress,24.87
2025-02,ws-0079,compute,36.74
2025-05,ws-0102,ai_tokens,63.19
2026-05,ws-0094,storage,11.19
2024-02,ws-0038,storage,51.38
2024-04,ws-0107,storage,11.45
2024-04,ws-0061,storage,22.41
2025-08,ws-0058,storage,22.49
2025-03,ws-0058,storage,29.40
2026-05,ws-0018,storage,85.59
2025-09,ws-0038,compute,190.63
2025-11,ws-0030,egress,9.12
2026-05,ws-0094,compute,27.08
2025-07,ws-0068,ai_tokens,5.94
2024-03,ws-0126,compute,916.84
2025-01,ws-0015,ai_tokens,21.37
2024-06,ws-0059,egress,37.39
2024-09,ws-0058,storage,22.30
2025-08,ws-0068,egress,8.41
2024-02,ws-0075,storage,16.06
2025-04,ws-0034,storage,202.41
2025-03,ws-0032,ai_tokens,2.14
2026-04,ws-0095,egress,39.62
2024-03,ws-0001,storage,202.67
2025-11,ws-0084,egress,9.59
2026-02,ws-0110,compute,36.84
2026-02,ws-0007,egress,218.51
2025-03,ws-0038,ai_tokens,27.59
2026-06,ws-0052,storage,10.22
2026-04,ws-0006,storage,74.53
2024-07,ws-0068,egress,10.25
2025-05,ws-0125,ai_tokens,53.63
2025-08,ws-0105,storage,32.06
2025-11,ws-0127,ai_tokens,189.59
2025-03,ws-0072,egress,41.70
2025-11,ws-0061,ai_tokens,22.20
2026-06,ws-0088,egress,100.41
2026-05,ws-0055,egress,34.64
2025-03,ws-0028,egress,20.41
2024-03,ws-0028,storage,30.56
2026-02,ws-0126,ai_tokens,175.31
2025-03,ws-0121,egress,292.23
2025-11,ws-0068,egress,11.29
2024-11,ws-0122,egress,315.19
2025-06,ws-0048,ai_tokens,2.15
2024-05,ws-0017,storage,212.33
2025-04,ws-0051,storage,89.56
2024-08,ws-0041,storage,43.97
2025-10,ws-0016,egress,6.37
2024-07,ws-0102,compute,505.62
2026-05,ws-0020,compute,229.39
2025-01,ws-0028,compute,123.21
2025-11,ws-0035,ai_tokens,14.89
2025-09,ws-0118,egress,69.20
2024-02,ws-0076,compute,64.61
2025-04,ws-0074,ai_tokens,17.62
2024-12,ws-0059,egress,33.28
2025-12,ws-0075,compute,45.62
2025-12,ws-0016,egress,5.17
2026-05,ws-0038,egress,47.76
2024-10,ws-0123,compute,254.73
2025-04,ws-0101,ai_tokens,14.37
2025-08,ws-0043,storage,236.88
2025-12,ws-0019,egress,61.40
2024-10,ws-0102,ai_tokens,30.09
2024-10,ws-0005,compute,10.58
2025-01,ws-0090,compute,124.06
2024-09,ws-0033,compute,286.78
2025-11,ws-0125,storage,120.02
2025-07,ws-0030,egress,8.05
2025-03,ws-0082,storage,4.36
2024-12,ws-0048,ai_tokens,0.91
2025-04,ws-0081,egress,2.31
2026-02,ws-0110,ai_tokens,9.68
2025-08,ws-0040,egress,5.14
2024-07,ws-0101,ai_tokens,4.25
2026-06,ws-0042,storage,81.64
2026-06,ws-0057,ai_tokens,40.69
2026-04,ws-0028,egress,28.70
2025-06,ws-0133,storage,340.57
2026-02,ws-0109,compute,37.45
2025-07,ws-0133,egress,217.40
2026-01,ws-0117,storage,50.34
2024-05,ws-0134,storage,142.13
2025-12,ws-0134,storage,157.34
2024-05,ws-0085,storage,14.58
2026-04,ws-0120,ai_tokens,63.95
2025-11,ws-0015,ai_tokens,76.52
2024-05,ws-0102,compute,561.92
2025-09,ws-0075,storage,18.41
2026-02,ws-0015,ai_tokens,75.75
2024-10,ws-0028,ai_tokens,8.70
2025-12,ws-0054,compute,9.69
2024-09,ws-0072,ai_tokens,11.15
2024-07,ws-0112,storage,214.50
2024-05,ws-0132,storage,112.78
2026-04,ws-0087,compute,534.27
2024-01,ws-0096,egress,23.57
2025-10,ws-0104,egress,41.38
2025-07,ws-0079,storage,13.41
2026-06,ws-0132,compute,257.27
2025-10,ws-0015,ai_tokens,66.15
2024-12,ws-0041,ai_tokens,9.29
2024-09,ws-0026,compute,19.09
2026-02,ws-0102,storage,247.08
2026-03,ws-0026,egress,3.72
2025-02,ws-0008,egress,8.58
2026-03,ws-0073,compute,28.04
2025-05,ws-0028,storage,36.95
2024-11,ws-0103,storage,7.94
2024-12,ws-0054,compute,12.13
2025-06,ws-0048,compute,12.62
2025-12,ws-0086,compute,31.60
2025-12,ws-0026,compute,17.71
2026-01,ws-0128,compute,1480.48
2026-04,ws-0062,ai_tokens,54.94
2025-12,ws-0030,egress,10.07
2026-06,ws-0092,storage,22.62
2024-07,ws-0079,storage,12.60
2026-06,ws-0005,storage,5.59
2024-05,ws-0096,compute,100.63
2026-04,ws-0071,egress,24.91
2025-09,ws-0107,ai_tokens,6.82
2025-08,ws-0027,egress,5.40
2025-05,ws-0072,compute,153.52
2026-05,ws-0104,compute,197.30
2024-03,ws-0135,compute,472.41
2025-02,ws-0073,storage,10.48
2025-08,ws-0039,storage,27.15
2024-01,ws-0038,storage,53.99
2026-03,ws-0085,compute,33.29
2025-10,ws-0128,storage,542.45
2024-02,ws-0033,storage,67.88
2024-08,ws-0079,ai_tokens,2.02
2025-07,ws-0104,compute,209.15
2025-12,ws-0034,ai_tokens,80.30
2024-07,ws-0132,ai_tokens,16.39
2024-07,ws-0017,storage,241.51
2024-07,ws-0032,ai_tokens,1.31
2025-02,ws-0118,storage,137.90
2026-03,ws-0033,egress,56.97
2024-06,ws-0103,compute,18.94
2026-03,ws-0109,ai_tokens,15.90
2025-03,ws-0127,storage,186.56
2026-06,ws-0031,compute,183.14
2025-05,ws-0033,compute,243.68
2026-01,ws-0124,ai_tokens,400.12
2024-08,ws-0120,storage,40.36
2026-01,ws-0099,ai_tokens,265.90
2026-05,ws-0019,compute,229.80
2024-09,ws-0133,ai_tokens,83.82
2024-07,ws-0057,ai_tokens,4.01
2026-03,ws-0099,egress,181.59
2026-05,ws-0052,ai_tokens,6.23
2024-04,ws-0107,egress,9.59
2024-11,ws-0094,storage,7.26
2024-10,ws-0107,egress,8.77
2024-03,ws-0079,egress,6.75
2026-06,ws-0003,storage,57.42
2024-09,ws-0017,storage,246.40
2024-08,ws-0121,egress,315.94
2026-04,ws-0117,egress,26.99
2024-04,ws-0096,egress,31.90
2024-10,ws-0133,ai_tokens,67.73
2026-01,ws-0029,ai_tokens,4.15
2025-03,ws-0013,compute,20.78
2025-01,ws-0032,egress,4.03
2025-02,ws-0013,egress,5.98
2025-12,ws-0018,storage,55.85
2025-12,ws-0005,storage,5.01
2026-06,ws-0028,egress,27.29
2024-07,ws-0013,egress,5.10
2025-05,ws-0035,egress,11.75
2025-04,ws-0061,egress,21.79
2024-08,ws-0073,compute,31.27
2025-06,ws-0035,ai_tokens,4.17
2024-12,ws-0081,ai_tokens,1.05
2025-09,ws-0028,ai_tokens,29.11
2025-11,ws-0029,storage,8.13
2026-02,ws-0088,ai_tokens,89.53
2026-06,ws-0107,egress,9.77
2025-05,ws-0070,storage,27.02
2025-03,ws-0058,ai_tokens,6.60
2025-07,ws-0130,compute,453.88
2024-09,ws-0086,storage,12.83
2025-08,ws-0094,ai_tokens,5.60
2024-07,ws-0013,compute,24.15
2024-06,ws-0085,storage,13.51
2025-07,ws-0076,compute,58.10
2025-08,ws-0045,compute,101.10
2024-01,ws-0058,egress,14.30
2025-12,ws-0106,storage,27.31
2025-10,ws-0082,storage,4.66
2024-08,ws-0028,ai_tokens,6.79
2025-02,ws-0131,ai_tokens,116.80
2024-05,ws-0096,storage,46.76
2026-03,ws-0049,ai_tokens,5.98
2025-06,ws-0038,ai_tokens,22.60
2025-03,ws-0013,egress,6.24
2025-06,ws-0118,egress,94.93
2024-11,ws-0012,ai_tokens,16.88
2025-11,ws-0118,storage,179.08
2026-02,ws-0068,compute,48.96
2025-08,ws-0133,storage,478.33
2025-06,ws-0015,egress,44.46
2026-05,ws-0044,storage,139.62
2025-05,ws-0118,ai_tokens,44.19
2026-04,ws-0124,egress,267.43
2025-03,ws-0048,storage,4.99
2025-07,ws-0053,egress,2.69
2026-06,ws-0117,ai_tokens,37.09
2026-01,ws-0033,ai_tokens,94.22
2026-05,ws-0129,storage,129.95
2024-06,ws-0058,egress,16.66
2026-05,ws-0064,ai_tokens,211.76
2025-10,ws-0125,ai_tokens,63.11
2026-05,ws-0131,storage,363.09
2025-12,ws-0056,storage,5.01
2024-09,ws-0080,compute,8.67
2025-04,ws-0034,egress,108.68
2025-07,ws-0130,storage,134.24
2026-04,ws-0125,egress,74.67
2024-07,ws-0040,ai_tokens,1.07
2024-04,ws-0068,storage,17.07
2026-04,ws-0036,compute,17.77
2025-04,ws-0043,storage,219.92
2026-04,ws-0074,egress,20.54
2024-12,ws-0038,compute,159.16
2025-03,ws-0007,egress,256.03
2024-07,ws-0055,ai_tokens,11.77
2026-02,ws-0022,egress,4.62
2025-07,ws-0015,compute,237.37
2025-08,ws-0085,storage,15.24
2024-08,ws-0029,ai_tokens,1.06
2025-07,ws-0106,egress,12.83
2025-04,ws-0090,storage,46.27
2025-08,ws-0072,compute,215.35
2025-09,ws-0033,storage,112.52
2025-10,ws-0037,egress,35.25
2024-05,ws-0072,egress,38.67
2026-01,ws-0047,compute,14.52
2024-02,ws-0129,compute,221.48
2025-11,ws-0083,egress,3.29
2026-01,ws-0057,compute,71.83
2024-11,ws-0131,ai_tokens,95.47
2026-05,ws-0100,ai_tokens,10.19
2025-08,ws-0123,compute,242.90
2026-02,ws-0057,storage,34.56
2024-07,ws-0073,compute,29.27
2024-07,ws-0044,ai_tokens,18.91
2024-02,ws-0121,egress,220.09
2025-04,ws-0121,storage,446.76
2025-01,ws-0034,storage,167.12
2025-11,ws-0123,storage,153.03
2025-04,ws-0002,storage,391.72
2024-05,ws-0082,storage,3.09
2024-02,ws-0026,compute,12.73
2025-08,ws-0030,egress,11.66
2025-08,ws-0102,ai_tokens,64.96
2026-01,ws-0084,egress,7.79
2024-03,ws-0127,compute,488.11
2025-06,ws-0134,egress,72.77
2026-01,ws-0070,ai_tokens,28.82
2024-08,ws-0016,storage,10.36
2024-08,ws-0094,compute,26.98
2025-04,ws-0057,egress,16.98
2024-02,ws-0072,compute,212.71
2025-07,ws-0086,egress,8.05
2026-01,ws-0108,compute,163.84
2025-10,ws-0030,egress,9.93
2025-08,ws-0034,egress,117.22
2025-11,ws-0039,ai_tokens,16.63
2025-01,ws-0068,egress,9.27
2025-12,ws-0065,storage,56.46
2024-08,ws-0043,storage,208.81
2024-03,ws-0102,storage,212.56
2025-01,ws-0076,egress,16.72
2024-10,ws-0104,egress,51.26
2026-03,ws-0043,egress,138.81
2026-06,ws-0037,compute,158.79
2025-11,ws-0117,storage,49.23
2025-01,ws-0074,ai_tokens,13.97
2026-06,ws-0080,storage,3.92
2024-11,ws-0054,storage,3.69
2026-06,ws-0019,egress,59.76
2025-03,ws-0131,egress,184.86
2025-12,ws-0066,compute,45.86
2024-06,ws-0086,storage,11.32
2025-06,ws-0120,ai_tokens,24.19
2026-06,ws-0061,egress,18.11
2026-03,ws-0128,compute,1240.31
2026-01,ws-0108,egress,38.29
2026-06,ws-0003,ai_tokens,49.40
2025-07,ws-0030,ai_tokens,7.41
2025-02,ws-0134,compute,295.84
2026-05,ws-0030,compute,40.78
2025-02,ws-0130,ai_tokens,39.42
2024-05,ws-0013,compute,20.64
2024-05,ws-0055,compute,139.58
2026-01,ws-0129,ai_tokens,105.13
2025-05,ws-0053,compute,10.94
2024-08,ws-0034,egress,85.15
2025-09,ws-0008,egress,10.17
2024-11,ws-0079,compute,27.30
2024-07,ws-0061,storage,33.05
2024-12,ws-0026,egress,3.05
2025-05,ws-0076,egress,14.51
2024-09,ws-0132,compute,354.72
2026-02,ws-0135,compute,510.34
2025-02,ws-0067,storage,19.62
2026-06,ws-0099,compute,838.36
2024-11,ws-0045,egress,28.46
2024-02,ws-0044,compute,240.34
2025-11,ws-0077,compute,976.98
2025-10,ws-0086,storage,17.92
2024-06,ws-0107,compute,28.79
2026-03,ws-0008,egress,9.50
2026-04,ws-0069,ai_tokens,82.11
2024-10,ws-0029,egress,3.47
2025-09,ws-0051,storage,104.00
2025-08,ws-0052,ai_tokens,4.06
2025-08,ws-0086,storage,15.38
2024-06,ws-0112,ai_tokens,42.89
2024-12,ws-0031,compute,189.19
2024-08,ws-0017,egress,150.32
2026-04,ws-0074,ai_tokens,54.61
2025-07,ws-0129,compute,274.64
2025-06,ws-0017,ai_tokens,80.21
2026-02,ws-0060,ai_tokens,10.78
2025-10,ws-0033,ai_tokens,71.18
2026-02,ws-0050,egress,6.70
2025-09,ws-0026,egress,4.32
2026-01,ws-0083,storage,7.96
2026-05,ws-0011,compute,16.09
2024-03,ws-0112,compute,665.60
2026-06,ws-0057,egress,18.19
2025-01,ws-0120,ai_tokens,7.76
2025-02,ws-0032,compute,14.55
2026-04,ws-0091,ai_tokens,15.20
2024-04,ws-0068,egress,9.13
2025-09,ws-0080,ai_tokens,1.18
2024-07,ws-0103,ai_tokens,1.02
2026-02,ws-0048,storage,5.55
2024-08,ws-0047,compute,13.10
2024-07,ws-0128,egress,293.13
2025-04,ws-0016,compute,24.42
2025-06,ws-0120,compute,115.05
2025-02,ws-0043,compute,597.90
2024-12,ws-0055,egress,33.72
2025-11,ws-0018,egress,44.65
2025-07,ws-0117,compute,126.81
2026-03,ws-0057,storage,24.91
2025-01,ws-0047,compute,9.91
2024-10,ws-0012,egress,41.45
2026-06,ws-0125,ai_tokens,106.88
2026-03,ws-0069,storage,73.44
2025-06,ws-0133,ai_tokens,104.42
2026-04,ws-0066,storage,18.30
2024-12,ws-0107,compute,31.57
2024-05,ws-0082,compute,9.97
2024-06,ws-0117,storage,47.86
2026-01,ws-0123,compute,360.34
2025-12,ws-0050,egress,7.66
2024-10,ws-0068,egress,8.05
2025-02,ws-0072,ai_tokens,21.83
2026-01,ws-0061,egress,19.00
2026-06,ws-0028,storage,53.54
2026-02,ws-0108,storage,61.16
2025-07,ws-0082,ai_tokens,1.51
2024-02,ws-0085,storage,10.57
2025-03,ws-0043,egress,99.17
2026-02,ws-0057,egress,15.53
2025-10,ws-0082,compute,9.27
2024-08,ws-0073,storage,11.82
2025-12,ws-0126,storage,309.00
2025-04,ws-0001,compute,815.30
2025-02,ws-0035,compute,50.15
2025-03,ws-0062,compute,186.25
2025-09,ws-0040,storage,8.97
2024-04,ws-0134,storage,139.61
2026-06,ws-0058,egress,17.40
2024-12,ws-0015,compute,210.49
2026-04,ws-0002,ai_tokens,387.77
2025-10,ws-0135,storage,292.10
2025-08,ws-0132,compute,241.71
2024-02,ws-0128,compute,1069.50
2026-01,ws-0101,egress,22.55
2026-01,ws-0066,compute,44.95
2024-11,ws-0122,storage,400.96
2024-10,ws-0096,ai_tokens,10.28
2025-11,ws-0001,egress,155.72
2025-11,ws-0072,egress,51.70
2025-01,ws-0130,egress,85.03
2025-03,ws-0130,compute,356.68
2024-07,ws-0094,storage,10.45
2024-03,ws-0094,storage,9.61
2026-02,ws-0129,ai_tokens,72.16
2026-01,ws-0030,ai_tokens,16.74
2026-01,ws-0040,storage,11.91
